employee_id,work_mode,hours_worked_per_week,productivity_score,well_being_score,department,team,join_year,overtime_flag,tenure_years,tenure_group,workload_level,high_productivity,well_being_risk
291,Remote,43.0,68.0,81.0,Finance,D,2015,False,11,10+ yrs,Normal,False,False
292,Remote,41.0,84.0,97.0,Operations,A,2021,False,5,3–5 yrs,Normal,True,False
293,In-Office,48.0,74.0,68.0,Finance,C,2019,False,7,6–10 yrs,Heavy,False,False
294,Remote,27.0,70.0,75.0,Operations,Nan,2023,False,3,3–5 yrs,Light,False,False
295,Remote,35.0,77.0,72.0,Finance,A,2020,True,6,6–10 yrs,Light,True,False
296,Hybrid,49.0,74.0,72.0,HR,A,2019,True,7,6–10 yrs,Heavy,False,False
297,In-Office,43.0,73.0,75.0,IT,B,2022,False,4,3–5 yrs,Normal,False,False
298,Remote,33.0,71.0,76.0,IT,B,2022,True,4,3–5 yrs,Light,False,False
299,Hybrid,34.0,67.0,68.0,HR,D,2017,False,9,6–10 yrs,Light,False,False
300,Remote,43.0,78.0,79.0,Operations,D,2016,False,10,6–10 yrs,Normal,True,False
301,Remote,43.0,75.0,81.0,Sales,D,2019,True,7,6–10 yrs,Normal,True,False
302,Hybrid,41.0,74.0,67.0,Operations,A,2019,True,7,6–10 yrs,Normal,False,False
303,Hybrid,27.0,73.0,83.0,IT,D,2021,True,5,3–5 yrs,Light,False,False
304,Hybrid,48.0,82.0,82.0,Sales,A,2022,False,4,3–5 yrs,Heavy,True,False
305,In-Office,46.0,74.0,62.0,Finance,D,2022,True,4,3–5 yrs,Heavy,False,False
306,In-Office,43.0,78.0,79.0,Sales,A,2022,True,4,3–5 yrs,Normal,True,False
307,Hybrid,41.0,70.0,72.0,Operations,A,2017,True,9,6–10 yrs,Normal,False,False
308,Remote,42.0,64.0,62.0,HR,B,2016,True,10,6–10 yrs,Normal,False,False
309,In-Office,41.0,61.0,63.0,Finance,C,2018,False,8,6–10 yrs,Normal,False,False
310,Remote,41.0,74.0,88.0,Operations,Nan,2015,False,11,10+ yrs,Normal,False,False
311,Hybrid,41.0,76.0,77.0,Finance,D,2017,False,9,6–10 yrs,Normal,True,False
312,Remote,31.0,84.0,77.0,Sales,B,2023,False,3,3–5 yrs,Light,True,False
313,Remote,42.0,67.0,67.0,IT,D,2021,False,5,3–5 yrs,Normal,False,False
314,In-Office,51.0,75.0,60.0,Operations,D,2021,False,5,3–5 yrs,Heavy,True,False
315,In-Office,39.0,82.0,57.0,HR,A,2015,False,11,10+ yrs,Normal,True,False
316,Hybrid,52.0,67.0,77.0,Sales,A,2021,True,5,3–5 yrs,Heavy,False,False
317,Hybrid,41.0,79.0,68.0,Operations,C,2021,False,5,3–5 yrs,Normal,True,False
318,Remote,37.0,76.0,71.0,HR,A,2018,False,8,6–10 yrs,Normal,True,False
319,Remote,42.0,72.0,76.0,Operations,A,2021,False,5,3–5 yrs,Normal,False,False
320,Remote,32.0,56.0,77.0,Sales,C,2022,False,4,3–5 yrs,Light,False,False
321,Hybrid,56.0,80.0,72.0,Operations,D,2017,True,9,6–10 yrs,Heavy,True,False
322,In-Office,43.0,72.0,73.0,Finance,C,2016,False,10,6–10 yrs,Normal,False,False
323,Hybrid,35.0,83.0,78.0,Sales,C,2021,False,5,3–5 yrs,Light,True,False
324,Remote,42.0,80.0,78.0,Operations,C,2019,True,7,6–10 yrs,Normal,True,False
325,In-Office,50.0,77.0,65.0,IT,B,2019,False,7,6–10 yrs,Heavy,True,False
326,In-Office,41.0,73.0,82.0,Operations,Nan,2019,False,7,6–10 yrs,Normal,False,False
327,Hybrid,35.0,62.0,73.0,Finance,B,2021,False,5,3–5 yrs,Light,False,False
328,Hybrid,42.0,75.0,74.0,HR,B,2023,False,3,3–5 yrs,Normal,True,False
329,Hybrid,41.0,86.0,59.0,HR,A,2022,False,4,3–5 yrs,Normal,True,False
330,Remote,33.0,75.0,66.0,HR,C,2020,False,6,6–10 yrs,Light,True,False
331,Remote,37.0,74.0,78.0,IT,C,2021,False,5,3–5 yrs,Normal,False,False
332,In-Office,47.0,61.0,62.0,Finance,B,2023,True,3,3–5 yrs,Heavy,False,False
333,Remote,36.0,73.0,87.0,Sales,A,2020,True,6,6–10 yrs,Normal,False,False
334,Remote,41.0,67.0,80.0,HR,A,2015,False,11,10+ yrs,Normal,False,False
335,Remote,41.0,85.0,89.0,Finance,A,2019,True,7,6–10 yrs,Normal,True,False
336,Remote,32.0,74.0,69.0,Operations,D,2022,False,4,3–5 yrs,Light,False,False
337,In-Office,43.0,76.0,77.0,IT,B,2021,True,5,3–5 yrs,Normal,True,False
338,In-Office,44.0,69.0,69.0,Finance,D,2017,False,9,6–10 yrs,Normal,False,False
339,Hybrid,37.0,91.0,59.0,Finance,A,2017,True,9,6–10 yrs,Normal,True,False
340,Remote,41.0,92.0,78.0,Sales,A,2017,False,9,6–10 yrs,Normal,True,False
341,Hybrid,41.0,71.0,71.0,Finance,A,2015,True,11,10+ yrs,Normal,False,False
342,Hybrid,50.0,56.0,84.0,Sales,C,2015,True,11,10+ yrs,Heavy,False,False
343,Remote,29.0,74.0,75.0,IT,B,2020,False,6,6–10 yrs,Light,False,False
344,Hybrid,46.0,61.0,74.0,IT,C,2015,False,11,10+ yrs,Heavy,False,False
345,Remote,50.0,65.0,79.0,Operations,D,2019,True,7,6–10 yrs,Heavy,False,False
346,Hybrid,38.0,77.0,72.0,Sales,C,2018,True,8,6–10 yrs,Normal,True,False
347,Hybrid,38.0,78.0,86.0,Sales,B,2019,False,7,6–10 yrs,Normal,True,False
348,Remote,37.0,82.0,69.0,HR,C,2021,True,5,3–5 yrs,Normal,True,False
349,Remote,32.0,80.0,88.0,HR,A,2020,False,6,6–10 yrs,Light,True,False
350,Hybrid,44.0,71.0,72.0,Operations,D,2023,True,3,3–5 yrs,Normal,False,False
351,Hybrid,34.0,79.0,79.0,IT,D,2020,True,6,6–10 yrs,Light,True,False
352,In-Office,42.0,68.0,70.0,HR,A,2023,False,3,3–5 yrs,Normal,False,False
353,Hybrid,39.0,73.0,89.0,Finance,A,2018,False,8,6–10 yrs,Normal,False,False
354,Remote,37.0,73.0,73.0,IT,A,2015,False,11,10+ yrs,Normal,False,False
355,Remote,41.0,75.0,73.0,Finance,B,2015,True,11,10+ yrs,Normal,True,False
356,Hybrid,50.0,85.0,67.0,Sales,C,2021,True,5,3–5 yrs,Heavy,True,False
357,Remote,27.0,84.0,73.0,IT,D,2017,True,9,6–10 yrs,Light,True,False
358,Hybrid,47.0,58.0,79.0,Operations,Nan,2016,False,10,6–10 yrs,Heavy,False,False
359,In-Office,37.0,79.0,68.0,Sales,Nan,2020,True,6,6–10 yrs,Normal,True,False
360,Hybrid,36.0,71.0,77.0,Sales,A,2020,True,6,6–10 yrs,Normal,False,False
361,Remote,39.0,81.0,92.0,Finance,C,2021,False,5,3–5 yrs,Normal,True,False
362,Hybrid,33.0,87.0,73.0,Sales,D,2019,True,7,6–10 yrs,Light,True,False
363,Hybrid,37.0,63.0,70.0,HR,B,2022,True,4,3–5 yrs,Normal,False,False
364,Hybrid,48.0,73.0,84.0,IT,C,2021,False,5,3–5 yrs,Heavy,False,False
365,In-Office,35.0,72.0,57.0,HR,A,2016,False,10,6–10 yrs,Light,False,False
366,Remote,41.0,83.0,75.0,Finance,A,2015,False,11,10+ yrs,Normal,True,False
367,In-Office,27.0,74.0,72.0,Finance,Nan,2023,False,3,3–5 yrs,Light,False,False
368,In-Office,48.0,83.0,58.0,IT,C,2019,False,7,6–10 yrs,Heavy,True,False
369,Remote,42.0,86.0,66.0,Sales,B,2019,False,7,6–10 yrs,Normal,True,False
370,Remote,40.0,72.0,77.0,Operations,B,2018,False,8,6–10 yrs,Normal,False,False
371,Remote,40.0,72.0,73.0,Finance,D,2016,False,10,6–10 yrs,Normal,False,False
372,Remote,38.0,67.0,70.0,IT,D,2019,False,7,6–10 yrs,Normal,False,False
373,Remote,42.0,67.0,83.0,Operations,A,2016,True,10,6–10 yrs,Normal,False,False
374,Hybrid,45.0,60.0,67.0,Sales,C,2021,False,5,3–5 yrs,Normal,False,False
375,Remote,45.0,68.0,75.0,Finance,D,2023,False,3,3–5 yrs,Normal,False,False
376,Remote,41.0,82.0,76.0,IT,A,2023,True,3,3–5 yrs,Normal,True,False
377,In-Office,41.0,85.0,84.0,IT,Nan,2020,False,6,6–10 yrs,Normal,True,False
378,Remote,44.0,77.0,72.0,IT,Nan,2015,True,11,10+ yrs,Normal,True,False
379,In-Office,39.0,77.0,72.0,Finance,D,2020,True,6,6–10 yrs,Normal,True,False
380,Remote,46.0,81.0,67.0,Operations,A,2019,False,7,6–10 yrs,Heavy,True,False
381,Remote,44.0,68.0,75.0,IT,C,2018,True,8,6–10 yrs,Normal,False,False
382,Hybrid,44.0,90.0,97.0,Sales,C,2020,False,6,6–10 yrs,Normal,True,False
383,Hybrid,46.0,73.0,76.0,IT,A,2020,False,6,6–10 yrs,Heavy,False,False
384,In-Office,51.0,69.0,84.0,Operations,C,2019,True,7,6–10 yrs,Heavy,False,False
385,In-Office,47.0,76.0,74.0,Finance,A,2019,True,7,6–10 yrs,Heavy,True,False
386,In-Office,48.0,80.0,62.0,IT,Nan,2021,True,5,3–5 yrs,Heavy,True,False
387,Remote,35.0,74.0,81.0,IT,A,2018,False,8,6–10 yrs,Light,False,False
388,Remote,43.0,80.0,90.0,Sales,A,2023,False,3,3–5 yrs,Normal,True,False
389,In-Office,45.0,78.0,58.0,Sales,A,2016,True,10,6–10 yrs,Normal,True,False
390,In-Office,42.0,78.0,76.0,IT,B,2019,False,7,6–10 yrs,Normal,True,False
391,In-Office,43.0,74.0,54.0,IT,C,2018,False,8,6–10 yrs,Normal,False,False
392,Hybrid,40.0,81.0,77.0,Sales,D,2023,True,3,3–5 yrs,Normal,True,False
393,Remote,41.0,76.0,78.0,Operations,A,2018,True,8,6–10 yrs,Normal,True,False
394,In-Office,40.0,78.0,72.0,HR,B,2022,True,4,3–5 yrs,Normal,True,False
395,Remote,41.0,72.0,63.0,HR,D,2022,True,4,3–5 yrs,Normal,False,False
396,In-Office,53.0,68.0,60.0,IT,A,2020,True,6,6–10 yrs,Heavy,False,False
397,In-Office,50.0,68.0,78.0,Sales,D,2020,True,6,6–10 yrs,Heavy,False,False
398,Hybrid,46.0,79.0,61.0,Finance,B,2022,True,4,3–5 yrs,Heavy,True,False
399,In-Office,53.0,74.0,65.0,Finance,D,2023,True,3,3–5 yrs,Heavy,False,False
400,In-Office,46.0,56.0,72.0,HR,A,2019,True,7,6–10 yrs,Heavy,False,False
401,Remote,32.0,65.0,67.0,Operations,D,2015,True,11,10+ yrs,Light,False,False
402,In-Office,53.0,66.0,82.0,HR,D,2015,False,11,10+ yrs,Heavy,False,False
403,Hybrid,39.0,60.0,63.0,IT,A,2016,False,10,6–10 yrs,Normal,False,False
404,In-Office,54.0,71.0,63.0,Operations,B,2019,True,7,6–10 yrs,Heavy,False,False
405,Remote,39.0,80.0,86.0,Finance,Nan,2018,False,8,6–10 yrs,Normal,True,False
406,In-Office,55.0,69.0,56.0,Sales,D,2015,False,11,10+ yrs,Heavy,False,False
407,Remote,36.0,78.0,71.0,Sales,C,2018,False,8,6–10 yrs,Normal,True,False
408,Remote,32.0,79.0,78.0,IT,D,2018,False,8,6–10 yrs,Light,True,False
409,In-Office,45.0,65.0,66.0,HR,C,2018,False,8,6–10 yrs,Normal,False,False
410,Remote,32.0,83.0,85.0,IT,Nan,2015,False,11,10+ yrs,Light,True,False
411,Remote,27.0,69.0,68.0,Sales,B,2023,True,3,3–5 yrs,Light,False,False
412,In-Office,40.0,71.0,55.0,Finance,D,2017,True,9,6–10 yrs,Normal,False,False
413,In-Office,39.0,63.0,70.0,Sales,D,2019,False,7,6–10 yrs,Normal,False,False
414,Hybrid,41.0,68.0,73.0,Operations,Nan,2019,False,7,6–10 yrs,Normal,False,False
415,Hybrid,39.0,74.0,85.0,Sales,B,2021,True,5,3–5 yrs,Normal,False,False
416,Hybrid,50.0,64.0,79.0,Sales,C,2020,False,6,6–10 yrs,Heavy,False,False
417,Remote,43.0,67.0,84.0,Operations,D,2019,False,7,6–10 yrs,Normal,False,False
418,Remote,47.0,67.0,72.0,HR,A,2022,False,4,3–5 yrs,Heavy,False,False
419,Hybrid,48.0,76.0,76.0,Sales,D,2015,False,11,10+ yrs,Heavy,True,False
420,In-Office,47.0,76.0,56.0,IT,D,2021,False,5,3–5 yrs,Heavy,True,False
421,In-Office,52.0,83.0,66.0,Sales,C,2020,True,6,6–10 yrs,Heavy,True,False
422,In-Office,45.0,74.0,73.0,IT,A,2019,True,7,6–10 yrs,Normal,False,False
423,Remote,41.0,76.0,86.0,Operations,A,2021,False,5,3–5 yrs,Normal,True,False
424,Hybrid,41.0,79.0,64.0,Sales,C,2017,True,9,6–10 yrs,Normal,True,False
425,Remote,38.0,75.0,80.0,Operations,B,2015,False,11,10+ yrs,Normal,True,False
426,Hybrid,40.0,73.0,79.0,Operations,A,2023,False,3,3–5 yrs,Normal,False,False
427,Hybrid,41.0,61.0,86.0,HR,A,2016,False,10,6–10 yrs,Normal,False,False
428,In-Office,41.0,60.0,74.0,Sales,Nan,2019,False,7,6–10 yrs,Normal,False,False
429,Remote,41.0,78.0,80.0,IT,B,2022,False,4,3–5 yrs,Normal,True,False
430,Remote,37.0,70.0,73.0,IT,B,2023,False,3,3–5 yrs,Normal,False,False
431,Remote,33.0,69.0,78.0,Sales,D,2017,False,9,6–10 yrs,Light,False,False
432,In-Office,40.0,78.0,81.0,HR,D,2020,False,6,6–10 yrs,Normal,True,False
433,Hybrid,41.0,76.0,76.0,HR,C,2019,False,7,6–10 yrs,Normal,True,False
434,Remote,41.0,77.0,83.0,HR,B,2015,True,11,10+ yrs,Normal,True,False
435,Remote,41.0,66.0,84.0,IT,C,2021,False,5,3–5 yrs,Normal,False,False
436,In-Office,51.0,74.0,68.0,Operations,D,2018,True,8,6–10 yrs,Heavy,False,False
437,Remote,42.0,74.0,86.0,HR,C,2019,True,7,6–10 yrs,Normal,False,False
438,In-Office,62.0,65.0,56.0,IT,C,2022,False,4,3–5 yrs,Heavy,False,False
439,In-Office,47.0,78.0,66.0,IT,Nan,2019,True,7,6–10 yrs,Heavy,True,False
440,Remote,41.0,65.0,83.0,Operations,A,2018,False,8,6–10 yrs,Normal,False,False
441,Remote,34.0,90.0,92.0,Sales,A,2022,False,4,3–5 yrs,Light,True,False
442,In-Office,40.0,67.0,76.0,Sales,D,2019,False,7,6–10 yrs,Normal,False,False
443,Remote,36.0,76.0,78.0,HR,Nan,2020,False,6,6–10 yrs,Normal,True,False
444,Remote,26.0,76.0,73.0,HR,A,2019,True,7,6–10 yrs,Light,True,False
445,In-Office,42.0,85.0,57.0,Operations,A,2015,True,11,10+ yrs,Normal,True,False
446,In-Office,51.0,69.0,65.0,HR,Nan,2021,False,5,3–5 yrs,Heavy,False,False
447,In-Office,51.0,75.0,73.0,Operations,D,2019,True,7,6–10 yrs,Heavy,True,False
448,In-Office,52.0,69.0,62.0,IT,D,2016,True,10,6–10 yrs,Heavy,False,False
449,Remote,31.0,69.0,99.0,HR,C,2021,True,5,3–5 yrs,Light,False,False
450,Remote,45.0,65.0,69.0,IT,C,2020,False,6,6–10 yrs,Normal,False,False
451,In-Office,48.0,77.0,73.0,Finance,C,2019,True,7,6–10 yrs,Heavy,True,False
452,Hybrid,41.0,73.0,75.0,Operations,A,2022,True,4,3–5 yrs,Normal,False,False
453,Hybrid,43.0,56.0,70.0,Finance,B,2019,True,7,6–10 yrs,Normal,False,False
454,In-Office,39.0,74.0,95.0,HR,D,2016,False,10,6–10 yrs,Normal,False,False
455,Remote,40.0,73.0,84.0,IT,A,2020,True,6,6–10 yrs,Normal,False,False
456,Hybrid,45.0,77.0,77.0,HR,A,2015,True,11,10+ yrs,Normal,True,False
457,Remote,50.0,67.0,81.0,Finance,C,2019,False,7,6–10 yrs,Heavy,False,False
458,Hybrid,36.0,78.0,65.0,HR,C,2020,True,6,6–10 yrs,Normal,True,False
459,Remote,35.0,74.0,85.0,Sales,A,2021,False,5,3–5 yrs,Light,False,False
460,Remote,44.0,66.0,78.0,Finance,D,2016,False,10,6–10 yrs,Normal,False,False
461,Remote,34.0,74.0,76.0,HR,D,2015,False,11,10+ yrs,Light,False,False
462,Hybrid,41.0,93.0,75.0,IT,A,2019,False,7,6–10 yrs,Normal,True,False
463,In-Office,35.0,74.0,77.0,HR,Nan,2017,False,9,6–10 yrs,Light,False,False
464,Hybrid,55.0,61.0,57.0,IT,B,2019,False,7,6–10 yrs,Heavy,False,False
465,In-Office,58.0,76.0,74.0,Sales,D,2016,True,10,6–10 yrs,Heavy,True,False
466,Remote,41.0,55.0,78.0,HR,C,2015,False,11,10+ yrs,Normal,False,False
467,Remote,40.0,83.0,71.0,Sales,B,2015,True,11,10+ yrs,Normal,True,False
468,In-Office,46.0,64.0,70.0,Finance,B,2018,True,8,6–10 yrs,Heavy,False,False
469,Remote,33.0,73.0,71.0,IT,C,2016,False,10,6–10 yrs,Light,False,False
470,In-Office,50.0,80.0,66.0,Finance,B,2015,True,11,10+ yrs,Heavy,True,False
471,Remote,38.0,64.0,76.0,IT,A,2020,True,6,6–10 yrs,Normal,False,False
472,In-Office,45.0,96.0,58.0,Sales,B,2018,True,8,6–10 yrs,Normal,True,False
473,Remote,47.0,84.0,80.0,Operations,C,2021,False,5,3–5 yrs,Heavy,True,False
474,In-Office,57.0,75.0,72.0,HR,Nan,2020,True,6,6–10 yrs,Heavy,True,False
475,Hybrid,42.0,84.0,81.0,Sales,B,2019,True,7,6–10 yrs,Normal,True,False
476,In-Office,41.0,60.0,66.0,IT,D,2016,False,10,6–10 yrs,Normal,False,False
477,Remote,33.0,75.0,87.0,IT,A,2019,True,7,6–10 yrs,Light,True,False
478,Hybrid,39.0,74.0,72.0,IT,A,2023,True,3,3–5 yrs,Normal,False,False
479,In-Office,51.0,52.0,63.0,IT,D,2023,True,3,3–5 yrs,Heavy,False,False
480,Hybrid,41.0,84.0,68.0,HR,D,2016,False,10,6–10 yrs,Normal,True,False
481,Hybrid,31.0,79.0,67.0,Finance,B,2021,True,5,3–5 yrs,Light,True,False
482,Hybrid,41.0,69.0,71.0,Operations,B,2018,True,8,6–10 yrs,Normal,False,False
483,Hybrid,38.0,56.0,79.0,HR,C,2017,False,9,6–10 yrs,Normal,False,False
484,Hybrid,50.0,79.0,63.0,IT,C,2015,False,11,10+ yrs,Heavy,True,False
485,Hybrid,41.0,74.0,77.0,HR,A,2017,False,9,6–10 yrs,Normal,False,False
486,In-Office,50.0,65.0,69.0,Sales,D,2023,True,3,3–5 yrs,Heavy,False,False
487,Remote,41.0,88.0,83.0,IT,Nan,2023,False,3,3–5 yrs,Normal,True,False
488,Remote,43.0,77.0,88.0,Operations,Nan,2021,False,5,3–5 yrs,Normal,True,False
489,In-Office,48.0,64.0,81.0,IT,A,2017,False,9,6–10 yrs,Heavy,False,False
490,In-Office,50.0,68.0,74.0,Operations,Nan,2019,True,7,6–10 yrs,Heavy,False,False
491,Hybrid,41.0,78.0,74.0,Operations,C,2018,False,8,6–10 yrs,Normal,True,False
492,Hybrid,44.0,88.0,81.0,Finance,C,2021,False,5,3–5 yrs,Normal,True,False
493,Remote,39.0,84.0,71.0,Finance,C,2019,False,7,6–10 yrs,Normal,True,False
494,Remote,41.0,90.0,76.0,HR,B,2016,False,10,6–10 yrs,Normal,True,False
495,Hybrid,37.0,69.0,63.0,HR,A,2019,False,7,6–10 yrs,Normal,False,False
496,Remote,33.0,73.0,68.0,Operations,A,2019,True,7,6–10 yrs,Light,False,False
497,Hybrid,42.0,74.0,65.0,IT,Nan,2021,True,5,3–5 yrs,Normal,False,False
498,Remote,41.0,80.0,85.0,Sales,Nan,2020,False,6,6–10 yrs,Normal,True,False
499,In-Office,40.0,80.0,58.0,Sales,C,2022,False,4,3–5 yrs,Normal,True,False
500,In-Office,51.0,74.0,73.0,IT,C,2017,False,9,6–10 yrs,Heavy,False,False
501,Hybrid,35.0,67.0,77.0,IT,C,2015,True,11,10+ yrs,Light,False,False
502,Hybrid,36.0,78.0,61.0,Finance,D,2017,True,9,6–10 yrs,Normal,True,False
503,Remote,43.0,66.0,82.0,Sales,Nan,2016,True,10,6–10 yrs,Normal,False,False
504,In-Office,49.0,66.0,74.0,Operations,B,2016,True,10,6–10 yrs,Heavy,False,False
505,Hybrid,44.0,70.0,64.0,HR,D,2019,False,7,6–10 yrs,Normal,False,False
506,Remote,26.0,79.0,67.0,Finance,D,2019,False,7,6–10 yrs,Light,True,False
507,In-Office,46.0,70.0,74.0,Sales,C,2015,False,11,10+ yrs,Heavy,False,False
508,In-Office,43.0,69.0,75.0,IT,A,2018,False,8,6–10 yrs,Normal,False,False
509,In-Office,47.0,75.0,72.0,Sales,Nan,2019,True,7,6–10 yrs,Heavy,True,False
510,In-Office,34.0,79.0,74.0,Operations,A,2016,False,10,6–10 yrs,Light,True,False
511,Hybrid,36.0,72.0,72.0,Finance,C,2019,True,7,6–10 yrs,Normal,False,False
512,Hybrid,41.0,77.0,83.0,IT,C,2018,True,8,6–10 yrs,Normal,True,False
513,In-Office,53.0,60.0,74.0,Operations,A,2022,False,4,3–5 yrs,Heavy,False,False
514,In-Office,54.0,75.0,78.0,HR,Nan,2019,True,7,6–10 yrs,Heavy,True,False
515,Remote,50.0,84.0,80.0,Finance,A,2019,True,7,6–10 yrs,Heavy,True,False
516,Remote,44.0,77.0,78.0,Operations,A,2015,False,11,10+ yrs,Normal,True,False
517,Remote,36.0,89.0,72.0,Operations,B,2018,True,8,6–10 yrs,Normal,True,False
518,In-Office,56.0,76.0,55.0,IT,A,2022,True,4,3–5 yrs,Heavy,True,False
519,In-Office,48.0,53.0,74.0,HR,Nan,2015,False,11,10+ yrs,Heavy,False,False
520,Remote,43.0,71.0,79.0,Operations,C,2016,True,10,6–10 yrs,Normal,False,False
521,Hybrid,54.0,70.0,64.0,Finance,B,2015,True,11,10+ yrs,Heavy,False,False
522,Remote,47.0,74.0,78.0,Operations,Nan,2021,False,5,3–5 yrs,Heavy,False,False
523,In-Office,41.0,84.0,61.0,Sales,C,2016,True,10,6–10 yrs,Normal,True,False
524,In-Office,42.0,83.0,83.0,Finance,B,2015,False,11,10+ yrs,Normal,True,False
525,In-Office,49.0,64.0,86.0,Finance,C,2020,True,6,6–10 yrs,Heavy,False,False
526,Hybrid,39.0,71.0,75.0,Operations,B,2020,True,6,6–10 yrs,Normal,False,False
527,Hybrid,51.0,81.0,75.0,IT,B,2016,False,10,6–10 yrs,Heavy,True,False
528,Remote,41.0,74.0,82.0,Finance,D,2015,False,11,10+ yrs,Normal,False,False
529,Remote,23.0,74.0,80.0,Sales,D,2017,True,9,6–10 yrs,Light,False,False
530,In-Office,37.0,75.0,66.0,IT,A,2019,False,7,6–10 yrs,Normal,True,False
531,In-Office,57.0,86.0,64.0,IT,D,2020,True,6,6–10 yrs,Heavy,True,False
532,In-Office,44.0,71.0,64.0,IT,B,2017,False,9,6–10 yrs,Normal,False,False
533,In-Office,46.0,65.0,58.0,Finance,C,2023,True,3,3–5 yrs,Heavy,False,False
534,Hybrid,46.0,79.0,74.0,IT,C,2019,True,7,6–10 yrs,Heavy,True,False
535,In-Office,51.0,66.0,74.0,Operations,A,2019,True,7,6–10 yrs,Heavy,False,False
536,In-Office,51.0,74.0,72.0,IT,D,2020,True,6,6–10 yrs,Heavy,False,False
537,In-Office,41.0,70.0,66.0,Sales,A,2022,True,4,3–5 yrs,Normal,False,False
538,Remote,34.0,75.0,67.0,HR,Nan,2020,False,6,6–10 yrs,Light,True,False
539,Hybrid,39.0,72.0,70.0,Sales,D,2018,False,8,6–10 yrs,Normal,False,False
540,Remote,37.0,76.0,81.0,Finance,A,2020,True,6,6–10 yrs,Normal,True,False
541,In-Office,51.0,66.0,57.0,IT,C,2022,True,4,3–5 yrs,Heavy,False,False
542,Hybrid,36.0,70.0,69.0,IT,C,2022,False,4,3–5 yrs,Normal,False,False
543,Remote,33.0,66.0,75.0,Operations,Nan,2016,False,10,6–10 yrs,Light,False,False
544,Hybrid,41.0,79.0,68.0,IT,A,2022,False,4,3–5 yrs,Normal,True,False
545,Hybrid,40.0,67.0,72.0,Sales,A,2020,False,6,6–10 yrs,Normal,False,False
546,Remote,33.0,81.0,65.0,Finance,B,2016,False,10,6–10 yrs,Light,True,False
547,Remote,36.0,78.0,79.0,HR,B,2015,True,11,10+ yrs,Normal,True,False
548,Hybrid,58.0,74.0,74.0,IT,Nan,2020,True,6,6–10 yrs,Heavy,False,False
549,Hybrid,41.0,60.0,71.0,HR,B,2021,False,5,3–5 yrs,Normal,False,False
550,In-Office,39.0,80.0,63.0,IT,B,2019,False,7,6–10 yrs,Normal,True,False
551,Hybrid,41.0,69.0,86.0,Finance,Nan,2022,False,4,3–5 yrs,Normal,False,False
552,In-Office,43.0,88.0,75.0,Sales,B,2023,False,3,3–5 yrs,Normal,True,False
553,Hybrid,45.0,77.0,75.0,Finance,D,2018,False,8,6–10 yrs,Normal,True,False
554,Hybrid,30.0,72.0,79.0,HR,B,2021,False,5,3–5 yrs,Light,False,False
555,In-Office,41.0,59.0,68.0,IT,C,2022,False,4,3–5 yrs,Normal,False,False
556,Hybrid,52.0,84.0,74.0,HR,A,2020,False,6,6–10 yrs,Heavy,True,False
557,Remote,44.0,73.0,66.0,Sales,C,2019,False,7,6–10 yrs,Normal,False,False
558,Remote,32.0,89.0,76.0,Finance,B,2021,True,5,3–5 yrs,Light,True,False
559,In-Office,43.0,69.0,85.0,HR,A,2023,False,3,3–5 yrs,Normal,False,False
560,Hybrid,52.0,92.0,71.0,HR,A,2019,False,7,6–10 yrs,Heavy,True,False
561,In-Office,41.0,58.0,81.0,Sales,A,2016,True,10,6–10 yrs,Normal,False,False
562,Remote,31.0,74.0,70.0,IT,D,2019,True,7,6–10 yrs,Light,False,False
563,Remote,34.0,69.0,74.0,HR,C,2017,True,9,6–10 yrs,Light,False,False
564,Remote,35.0,72.0,84.0,Sales,D,2018,False,8,6–10 yrs,Light,False,False
565,Remote,31.0,78.0,87.0,IT,A,2019,False,7,6–10 yrs,Light,True,False
566,Hybrid,39.0,68.0,70.0,IT,C,2022,False,4,3–5 yrs,Normal,False,False
567,Remote,45.0,78.0,74.0,Finance,C,2015,False,11,10+ yrs,Normal,True,False
568,Hybrid,45.0,65.0,77.0,Sales,B,2022,True,4,3–5 yrs,Normal,False,False
569,In-Office,48.0,69.0,60.0,IT,D,2019,False,7,6–10 yrs,Heavy,False,False
570,Remote,33.0,80.0,87.0,Finance,D,2021,False,5,3–5 yrs,Light,True,False
571,Hybrid,38.0,78.0,55.0,Operations,B,2015,True,11,10+ yrs,Normal,True,False
572,In-Office,41.0,72.0,60.0,Sales,D,2016,False,10,6–10 yrs,Normal,False,False
573,Remote,32.0,74.0,80.0,Operations,A,2015,False,11,10+ yrs,Light,False,False
574,Hybrid,41.0,56.0,55.0,IT,A,2019,False,7,6–10 yrs,Normal,False,False
575,In-Office,41.0,76.0,43.0,Sales,Nan,2020,False,6,6–10 yrs,Normal,True,True
576,In-Office,42.0,67.0,80.0,Finance,B,2023,True,3,3–5 yrs,Normal,False,False
577,Remote,36.0,79.0,79.0,IT,C,2022,True,4,3–5 yrs,Normal,True,False
578,In-Office,30.0,79.0,70.0,Sales,Nan,2019,True,7,6–10 yrs,Light,True,False
579,Hybrid,45.0,100.0,55.0,Sales,C,2019,True,7,6–10 yrs,Normal,True,False
580,Remote,48.0,74.0,80.0,Operations,B,2017,False,9,6–10 yrs,Heavy,False,False
581,Hybrid,42.0,71.0,67.0,IT,C,2023,False,3,3–5 yrs,Normal,False,False
